,USER,SCORE,REVIEW
611,pearl,5,블랙와플칩 프라프치노 맛있어요
612,찬찬찬,4,굿
613,dke****,4.5,#스타벅스 민트.유스베리 달달하면서 새콤하니 잘마셨습니다 굿굿
614,지나,5,아이스바닐라라떼가 맛있어요 ~
615,hoy5575,5,이번에 일부 리뉴얼 되었네요
616,가즈아,2.5,적당합니다
617,maggiekim,5,좋아여
618,토록이,5,커뮤니티 스토어로 리뉴얼 오픈했어요~ 구매금액 중 일부분이 청년창업문화 확산을 위해 '서울 창조경제혁신센터'에 기부된다고 하네여~
619,바오란,5,친절하고 좋아요 ㅎㅎ 출근길에 거의 매일 들름!
620,wlsdud8401,4,리뉴얼해서 새로워졌어요~~
